ID,TEXT,MATCHING_RULES
304,"Nice project and congratulations to the team for their efforts and dedication and highly appreciated the visionary thought of the projector .
@JoyntoDas2 
@foridul154 
@JoySaha17944697 https://t.co/qdSG0tZgA1",bitcoin OR btc
305,RT @neo_defi: What have we learned from Ethereum's history? What have we noticed from the trends that have developed in multi-chains? How h…,ethereum OR eth
306,RT @ignitechain: Ignite🔥 Blockchain believes strongly that permissionless is the best way to maximize the value of the blockchain technolog…,bitcoin OR btc
307,"RT @norugpls: MOST FUCKING BULLISH LAUNCH EVER !

Proven team ultra legit !Magic Ethereum Money @MeM_Ethereum

--2x more reflection 
--Buyb…",ethereum OR eth
308,"RT @AirdropDet: 🔍 New #Airdrop: Lambswap

💲Reward: Up to 56,680 LST (~$7) + 56.600 Million LST (~$7K) referral pool

🔴 Start the airdrop bo…",bitcoin OR btc
309,"RT @Bitcoin8News: The $BTC price is at $40,396.55 right now.
🔴 Compared to the last tweet, the price has dropped by $31.11 (0.08%).
🔴 In th…",bitcoin OR btc
310,@Breedlove22 Where did the US Dollar start?,bitcoin OR btc
311,RT @paoloardoino: #Bitcoin  is the hill many smart and talented people are prepared to die on. A once in a thousands years chance to bring…,bitcoin OR btc
312,@PrestonPysh Looks like an ad for #Bitcoin to me👀,bitcoin OR btc
313,"RT @GiveawayInspect: New IDO Whitelist: Dot Arcade (ADT)
Total Spot: 500
Rate: ⭐️⭐️⭐️⭐️
Winners: Top 200 &amp; 300 Lucky
Winner announcement: w…",bitcoin OR btc
314,"1 Bitcoin ( #BTC )
Dollar: 40,360.03$ 

1 Bitcoin Cash ( #BCH )
Dollar: 3,14.91$ 

1 Ethereum ( #ETH )
Dollar: 2,894.81$ 

1 Ripple ( #XRP )
Dollar: 0.77870$ 

Date: 18 Feb 2022 12:38

#Bitcoin #Ethereum #cryptocurrency #crypto #altcoin #Blockchain #Ripple",ethereum OR eth
315,"@crypstax ⭐️To find a beneficial bridge quickly, use @decommas. ya won't find a better tool - https://t.co/quaJ331VU7. &amp; here - https://t.co/Dlw9QzB5FN easy money tool from the same team ⭐️",ethereum OR eth
316,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
317,RT @CoinsureNZ: 💥BREAKING: Wakanda just legalised #Bitcoin 🇺🇦,bitcoin OR btc
318,"RT @AirdropStario: 💧 Cryptoknowmics Airdrop 💧

🏆 Task:          ➕ Up to 1100 CKM

👨‍👩‍👧 Referral:   ➕  50 CKM

🔛 Airdrop Link &amp; Information…",bitcoin OR btc
319,RT @CryptoMark24: @binance The world population will still always increase but the Bitcion supply will remain the same. Bitcion adoption ke…,bitcoin OR btc
320,"RT @healthy_pockets: .#BREAKING 

El Presidente de #EEUU Joe Biden firmará una Orden Ejecutiva para regular las Criptomonedas la semana que…",bitcoin OR btc
321,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
322,RT @MMCrypto: I have a friend who bought #ethereum at $0.50. He doesn’t even know that there are staking services where he can earn yield.…,ethereum OR eth
323,"RT @ILGIRASOLE4: #BTC  = gold
#ETC = programmable gold
#ETC  #ETCArmy #1000k #hodl #BTFD #ETCG $ETCG #Ethereum #Classic #BTC  #Bitcoin  #Cr…",ethereum OR eth
324,"RT @sDanieleGalipo: Hello everyone!💪🔥

Tell me in the comments .. If I sent you 1,000 USDT, what coin would you buy? 

#cryptocurrency #BSC…",bitcoin OR btc
325,"RT @Catkillerz_CKZ: ""In case you are alone on Valentines day Catfish bunny girl is her for you~~~""

❤️Happy Valentines Day❤️

#NFT #crypto…",bitcoin OR btc
326,"@Rojo473 🎞📺 NETFLIX METAVERSE 📽🎞
The world of technology is now focusing on the metaverse.. future project metaverse. fill the bag with Netflix Metaverse.we're going to the moon! 
🔎Contract:
0xccA7e5dAb15A7726f40ad8Af028dccD97E38C58a Tg:https://t.co/Ln0iEdTlrg",bitcoin OR btc
327,"RT @btcfork: ""Starting today, users will be able to complete their Bitcoin Cash (BCH) trades at blistering speed with zero-conf transaction…",bitcoin OR btc
328,"TL is pure carnage. Good luck out there.

#Bitcoin ￼ #BTC ￼ #cryptocurrency https://t.co/Lxx84SrNvh",bitcoin OR btc
329,"RT @paulgambill: Wow, bravo to this thread. Encapsulates 100% of my philosophy and is exactly what attracted me to Bitcoin all those years…",bitcoin OR btc
330,"@TheMoonCarl Our Certik audit is almost complete!! LFG guys!
SHIBTAMA bridges the shib and saitama community together! THE HYBRID OVERLORD IS HERE! 
MASSIVE marketing wallet✅
CMC AND CG LIVE✅
Dextools trending✅
8 Mil ATH ✅
@ShibtamaETH .",bitcoin OR btc
331,"@BabyDogeCEO Trust the proccess
The only Mobile Mining application distributes Bitcoin everyday..

https://t.co/3GlzeW5YLg

&gt; Registration, KYC, FACE VERIFICATION

MAKE SURE YOU CLICK ON MINING BTCS, AT LEAST TWICE A DAY, TO AVOID SUSPENSION
Thanks me later https://t.co/mv311QOHXP",bitcoin OR btc
332,@KarabogaTalip @0m3rc4n Great project 💰💰#metamoonnft,bitcoin OR btc
333,RT @AltcoinGordon: Looks like bitcoin is safe (for now) https://t.co/bJ5ThtvC6s,bitcoin OR btc
334,"RT @RIKEZAOFFICIAL: Join The New Revolution 
Join Rikeza Community 
Buy Rikeza RIK From INR Or USDT 

@buyucoin 
#Rikeza #bitcoins #criptoc…",ethereum OR eth
335,"@DancingDeerNFT @GiuoNFT @DKRabbitClub @mileyhunt2310 @L_BbZ1 @sworkiska @Maze_iwnl @LayerEth @NFT_Benny1 @leiane1 @Badseeddippa @CoryH32224234 @yiwrgo @TheThunderthief @Le_FDLD @ValenciaCayden @MinhaRahman21 @MiamNft @LayerEth @Captaine_Zoro @triplechainword @EliteSolNFT

0x98e7fb3cd324f9dcf0fc2ded23769887bffb9861",ethereum OR eth
336,"RT @kellershiller: • To change your life, you can't keep doing the same things. 😜

be different 😎

GM guys! 

——
#Bitcoin #Binance #100XGEM…",ethereum OR eth
337,"RT @Ali1989sirik5: @spy_wolf2020 @cryptogems555 @SpyWolfNetwork Make money! Prosecute scammers! All at the same time.
 
Make passive income…",ethereum OR eth
338,"@CryptosR_Us Introducing CatDaddy - The Newest Trending Cat In BSC🚀🚀🚀

Contract Address: 
https://t.co/iE1GKr79KX

Website: https://t.co/RXk3qvlrZt
Twitter: @CatDaddyBSC
Telegram: @CatDaddyOfficial 

Don’t miss Cat Daddy!",bitcoin OR btc
339,"RT @AirdropStario: 💧 Ignite Chain Airdrop 💧

🏆 Task:          ➕ Up to $3 worth of IGT

👨‍👩‍👧 Referral:   ➕ $0.5 worth of IGT

🔛 Airdrop Lin…",bitcoin OR btc
340,"RT @CyrptoGizem: Hızlı Çekiliş! 🎉

İki kişiye 300₺ 💸

Takip et -
@kurdu_bitcoin &amp; @KriptoMelo

RT🔄 &amp; FAV🤍 

Akşam 21:00 da açıklarım.☑️
#Bi…",bitcoin OR btc
341,"Top 10 Coins by Social volume over the last 24 hrs on #LunarCrush!

$btc #bitcoin
$eth #ethereum
$shib #shibainu
$cake #pancakeswap
$xtz #tezos
$doge #dogecoin
$ada #cardano
$ctk #certik
$floki #flokiinu
$egld #elrond

https://t.co/ehbOpRiHO1",ethereum OR eth
342,RT @MMCrypto: I have a friend who bought #ethereum at $0.50. He doesn’t even know that there are staking services where he can earn yield.…,ethereum OR eth
343,"RT @RaimonRed311: @BluesparrowC @gate_io @BlueSparrowETH How can be #BlueSparrow CEX:
 with no gas fees (Ethereum) is beyond valuable…",ethereum OR eth
344,"RT @NFT_Moonshots: 💎#SOL #Giveaway💎

🍀We are giving away👇

🎁 1.0  #Solana 

✅To enter
1⃣Follow me @NFT_Moonshots 
2⃣RT &amp; ♥️ this
3⃣Tag 5 fr…",bitcoin OR btc
345,"@aminballloch @PEDRO_M2020 @SpyWolfNetwork We are @SpyWolfNetwork!
 
✅ BNB Rewards for holders
✅ Strong partnerships
✅ Scam investigation team (24/7)
✅ https://t.co/XOGmYtsaFK Portal
✅ ""#ScamSurvivor"" charity! 20% in $SPY
✅ Audits build buyback wallet
✅ Prosecute scammers!
 
@SpyWolfNetwork $SPY #spywolf #bnb",ethereum OR eth
346,@LayahHeilpern @FoxNews Metcalfe’s Law says number go UP #Bitcoin https://t.co/lm47Edstzr,bitcoin OR btc
347,@KeithMcCullough Is it likely that the Russell will crash from here before and faster than QQQ’s further decline?,bitcoin OR btc
348,"RT @Steam_Exchange: #SteamExchange is proudly made in Canada, for the World 🌍

We're incredibly proud of our community and look forward to…",bitcoin OR btc
349,"RT @JungleBayAC: 🚨 Community Appreciation #NFTGiveaway Time 🚨
 1X JungleBay Ape Club! 🐒🎉

Enter 🎉
🍌 Like + RT
🍌 Follow @JungleBayAC
🍌 Tag 3…",ethereum OR eth
350,"RT @healthy_pockets: .#BREAKING 

El Presidente de #EEUU Joe Biden firmará una Orden Ejecutiva para regular las Criptomonedas la semana que…",bitcoin OR btc
351,"RT @thefablednft: Some Alpha Footage of The Fabled. 
Use your NFT character to fight against a variety of enemies and earn rewards! 

#NFT…",bitcoin OR btc
352,"RT @RampDefi: 💝Happy Valentines Day 💝 
We at RAMP Defi hope your day is full of love.
Thank you for being so awesome!

Get started https://…",ethereum OR eth
353,"Trending on #LunarCrush:

""Bitcoin and other cryptocurrencies formally legalised in Ukraine"" via @CoinJournal

Top coin mentions
$btc

https://t.co/hB8KQ6YQ4X",bitcoin OR btc
354,"RT @NFT_Moonshots: 🚨#NFTgiveaway🚨

😼@SolCats44 is giving away👇

🎁1 x @SolCats44 NFT😼

✅Tasks👇
1⃣Follow @SolCats44 &amp; @NFT_Moonshots
2⃣♥️ &amp; R…",ethereum OR eth
355,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
356,@rovercrc MATIC FINE 🌠💯 Airdrop MATIC @MATlC_B0NUS,bitcoin OR btc
357,"RT @kellershiller: • To change your life, you can't keep doing the same things. 😜

be different 😎

GM guys! 

——
#Bitcoin #Binance #100XGEM…",ethereum OR eth
358,It is recommended to own a certain amount of USDT (#Tether) before the #cryptocurrency market may fall due to the Fed's March rate hike. You always have to be prepared for a major downside!#Bitcoin #ETH https://t.co/mPkEeh403H,bitcoin OR btc
359,RT @YNB: Just your daily reminder that #Bitcoin and  #NFTs damage the environment. But don’t let that truth stop ya  from choosing money an…,bitcoin OR btc
360,bolehlah jutawan bitcoin display beruk NFT masing-masing 🤣 https://t.co/CpgpsiHYn8,bitcoin OR btc
361,@KriptoData Jetonları yavaş yavaş düşüyor 😁,bitcoin OR btc
362,"@cheftempe2 https://t.co/j0c9zbhpPP

Join and thank me later",bitcoin OR btc
363,#SLIB #soulliber #BSC #Matic #ETH #BTC https://t.co/FX0hEQ4VKf,ethereum OR eth
364,"RT @AnnieBista: I gift a post for your project ‼️

1) Leave your project in the comment 
2) RT + ♥️ this post 📌
3) Follow @AnnieBista ✨

#c…",ethereum OR eth
365,"RT @CryptoListy: Get real-time charts and unique #crypto metrics for #Bitcoin,#Ethereum, and more. Transparent and updated at @glassnode.…",ethereum OR eth
366,"@TheCryptoLark Bluesparrow  the future of the world😍❤️🎉

 New lifestyle with bluesparrow🚀🔥

#ETH
#BlueSparrow
#BlueSparrowtoken
#BlueSparrowCommunity
#BestDrawToken
#Bluesparrowcharity
@BlueSparrowETH
#web3
#Bitcoin
@BluesparrowC
3 https://t.co/r37ZhWJrdi",bitcoin OR btc
367,"@Ralvero Web 3.0 is all about a more transparent and fairer network where everyone can participate without fearing a loss of privacy and security, Touch the web3 with #bluesparrow
#ETH
#BlueSparrow
#BlueSparrowtoken
#bitcoin
@BlueSparrowETH💥💸 https://t.co/0yJoC0T8my",bitcoin OR btc
368,"RT @Behnam_vlz: @BluesparrowC @gate_io @BlueSparrowETH Bluesparrow season is coming soon

bluesparrowtoken is the blue #gem💎💎 in your walle…",bitcoin OR btc
369,"RT @alexstanczyk: Coming up tomorrow at 7AM PT/ 10AM ET on Café Bitcoin!

Join us for a Friday Jam Session w the Café Bitcoin crew.

Brough…",bitcoin OR btc
370,"RT @TimmerFidelity: Bitcoin has been in a choppy trading range for almost a year now, bouncing between 30k and 65k. The up-or-down debate c…",bitcoin OR btc
371,@MMCrypto Change the lives of many people,ethereum OR eth
372,"@Bitcoinsensus We don't  buy bitcoin
We earn bitcoin From Mining 
I'm ready to show 10 lucky people how to earn 0.1BTC ($4,000) and more daily!
No referral 
No withdrawal fees
If interested, kindly send a DM",bitcoin OR btc
373,"RT @CyrptoGizem: Hızlı Çekiliş! 🎉

İki kişiye 300₺ 💸

Takip et -
@kurdu_bitcoin &amp; @KriptoMelo

RT🔄 &amp; FAV🤍 

Akşam 21:00 da açıklarım.☑️
#Bi…",bitcoin OR btc
374,"@BluesparrowC @gate_io @BlueSparrowETH You say you’re willing to gain wealth
but you know nothing about #bluesparrow
but you know, now
#bluesparrow  🚀🔥
#Charity
#bitcoin
#KYC
#Renounce
@BlueSparrowETH  💯
Wwfof https://t.co/rKY7Dd6IHW",bitcoin OR btc
375,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
376,"@CRUNewsDesk Yes, $Shib",ethereum OR eth
377,"RT @moonforcetoken: JOIN MOONFORCE PUBLIC PRESALE!
TODAY AT 6PM EST (11 PM UTC)

BE A PART OF HISTORY. EARN TOKEN &amp; BNB REWARDS FROM THE FU…",ethereum OR eth
378,"RT @AltcoinGordon: “Then we made them think WW3 is happening, and they sold their Bitcoin!” https://t.co/i09XmoCQDs",bitcoin OR btc
379,"RT @Ali1989sirik5: @spy_wolf2020 @krakenfx @terra_money @SpyWolfNetwork Make money! Prosecute scammers! All at the same time.
 
Make passiv…",ethereum OR eth
380,@piotr_rataj Pytanie jak sp500 się otworzy i czy Joe rzuci jakieś informacje z kapelusza.,bitcoin OR btc
381,@Matt__Bitcoin @jesse_hodl @Steve78915 @TheAtlasHODL @HijackedNode @OfficialAnskid @dapp218 @Roberta66961503 @nodeEmoji @NaokiThukishima @BasKuipers4 @talvasconcelos @bifrostWalIet @NodeMillionaire @NodeLore @lnrouter @mgpwr @sugtao4423 @Royal_KinGz https://t.co/65N066ako1,bitcoin OR btc
382,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
383,"RT @ParadigmaEdu: “Se você protestar pelo slogan errado, nós vamos confiscar as suas contas bancárias”

#Bitcoin https://t.co/VblHnLiygK",bitcoin OR btc
384,"RT @CryptoStarNFTs: NFT Giveaway ⚡

🏆 1 winner

To participate:

1️⃣Follow
2️⃣Retweet
3️⃣Like

#NFTGiveaway #NFTs #NFT #ETHEREUM #ETH #Bore…",ethereum OR eth
385,#FridayMotivation #RetweetNFT #NFTArtist #NFT #NFTCommunity https://t.co/BzEB2R7ukE https://t.co/rgp9P4isur,ethereum OR eth
386,"RT @NftDropsCal: #NFTArt 💫  Token Friends💲

🖼 Artwork by @masonlondon 👏
💰 Sold to king_farooq for 5.0 $ETH 🪙 ($15,384.50) ✨

🌐https://t.co/…",ethereum OR eth
387,"RT @RtradeCn: #Bitcoin ve Altcoin cephesinde KRİTİK SEVİYELERDEYİZ

Çok önemli bir destekteyiz.
Mal toplanacak destek olduğu gibi kırılınca…",bitcoin OR btc
388,"RT @CyrptoGizem: Hızlı Çekiliş! 🎉

İki kişiye 300₺ 💸

Takip et -
@kurdu_bitcoin &amp; @KriptoMelo

RT🔄 &amp; FAV🤍 

Akşam 21:00 da açıklarım.☑️
#Bi…",bitcoin OR btc
389,"RT @Hamed58035768: @CryptoGemsCom We are @SpyWolfNetwork and we are here to clean up the crypto space and to make you $$$
 
https://t.co/4k…",bitcoin OR btc
390,"RT @AirdropDet: 🔍 New #Airdrop: Lambswap

💲Reward: Up to 56,680 LST (~$7) + 56.600 Million LST (~$7K) referral pool

🔴 Start the airdrop bo…",bitcoin OR btc
391,"RT @RIKEZAOFFICIAL: Join The New Revolution 
Join Rikeza Community 
Buy Rikeza RIK From INR Or USDT 

@buyucoin 
#Rikeza #bitcoins #criptoc…",ethereum OR eth
392,"@AirdropStario Very strong &amp; good project,Thanks for share,This project looks very interesting. I am interested, and I will support this project until it is successful according to the plan that has been set,
@MdRipon71202777  @Dreamlessboy650 
@Highppl100",bitcoin OR btc
393,"RT @kellershiller: • To change your life, you can't keep doing the same things. 😜

be different 😎

GM guys! 

——
#Bitcoin #Binance #100XGEM…",ethereum OR eth
394,"@PORNROCKET_ @ZaraDuRose @goddesscarlet12 @Sara_LatinaOF @CandyKush299 Coins and tokens that should list on #SAFEMOONSWAP:
#FEG (@FEGtoken)
#PRT (@PORNROCKET_ )
#BabyDogeCoin (@BabyDogeCoin )
#Bitcoin (@Bitcoin)
#dogecoin (@dogecoin)
#XRP (@Ripple)
#SAND (@TheSandboxGame)
#SatoshiSwap (@SatoshiStBets)

#SAFEMOONGALAXY #SAFEMOONARMY
#safemoonexchange",bitcoin OR btc
395,RT @MDRakib49073947: I believe this is a faithful project. The projector has a lot of attraction so hopefully the project will be better in…,bitcoin OR btc
396,"RT @VanErold: Tokens Transferred on the Bitcoin network has significantly grown 📈
Since the first purchase from a public listed company, th…",bitcoin OR btc
397,https://t.co/TGTgzZ6iu3,bitcoin OR btc
398,RT @Lepublichalk: #Bitcoin tam da istediğim seviyeden tepki aldı. Güncel kalemiz 40k bu seviyenin altına düşmezse çok güzel şeyler olacak🍀,bitcoin OR btc
399,"RT @RtradeCn: #Bitcoin ve Altcoin cephesinde KRİTİK SEVİYELERDEYİZ

Çok önemli bir destekteyiz.
Mal toplanacak destek olduğu gibi kırılınca…",bitcoin OR btc
400,"RT @nayibbukele: Land of the free 🇸🇻

#Bitcoin",bitcoin OR btc
401,"RT @KriptoMelo: 🔔 2 kişiye 250 #TL 🔔

✅ Şartlar:

- Takip et.

- Bu gönderiye RT+FAV

Süre 48 saat.

#trx #rvn #doge #shiba #shinja #hamste…",bitcoin OR btc
402,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
403,"RT @CryptoDAOmonds: Frens! We will be doing #ETH giveaways every day until our mint date 2/22/22 💎 

To be eligible for our giveaways; 
✅ F…",ethereum OR eth
404,"RT @yachtclub_NFT: 💎#NFTGiveaway💎

To celebrate our partnership with @SkuddlesC
we're giving away 1 #NFT🍀

🏆1x @SkuddlesC 💀

✅To enter
1⃣Fo…",bitcoin OR btc
405,"@mikegermano @BitcoinMagazine 🚨CURE NFT Lottery Launch🚨

We have officially launched our CURE NFT Lottery! Get yours now. 

The earlier you get them, the more reflections you will receive. 

Buy yours here: https://t.co/L0TVPTw9mC

Dont forget to also Join us on Telegram - https://t.co/WcJWuy4J8Z https://t.co/hecic6ovsU",bitcoin OR btc
406,"RT @Coinimparator: Madem yüz güldüreceğiz daha doğru yapalım😊
Piyasanın kırmızı haline moral olması adına sadece bu twitimi beğenip + RT at…",bitcoin OR btc
407,"@Unocoin A great leader would cancel the central bank and tell all the citizens and corporations to stack as much #Bitcoin  It would be the strongest nation on earth

 All thanks to @rawkz_t  for making my bitcoin dream come through! I have added massively to my holdings",bitcoin OR btc
408,@Sahel1377d @BluesparrowC @gate_io @BlueSparrowETH rrrrreally this man is amazing  join Dman now!! https://t.co/bzc5YBx4ot,bitcoin OR btc
409,@BitcoinFear No way this is accurate.. should be at 10,bitcoin OR btc
410,"RT @NFT_Moonshots: 🚨#NFTgiveaway🚨

😼@SolCats44 is giving away👇

🎁1 x @SolCats44 NFT😼

✅Tasks👇
1⃣Follow @SolCats44 &amp; @NFT_Moonshots
2⃣♥️ &amp; R…",ethereum OR eth
411,"@_JustinMoon_ @BabyMoonForce
launching soon
Tech rate Audited
Tokenomics 
🔥1T total Suррlу
🔥15% buу tах
🔥-20% sell tax
🔥0.02% uto burn

NFТs
🔥mintеd and Curated on our dashboard
🔥500 in Genesis Series 1
🔥4 levels
🔥commоn 50%, rаrе 30%, 19% ерic, 1% legendary
https://t.co/YDgOwOUlkW",bitcoin OR btc
412,"RT @AirdropStario: 💧 Shiba Fame Airdrop 💧

🏆 Task:          ➕ 1000 ShibaFame for 10,000 random participants

👨‍👩‍👧 Referral:   ➕ 5 Milliom…",bitcoin OR btc
413,"RT @NFTfafafa: 很高兴与项目 @the_breadheads面包人达成合作！
搞漫画，空投，当头像很好看这次合作给大家带50个白名单由官方抽取
 1.点赞，转推，@你的三个朋友
 2.关注 @the_breadheads, @ethereum_yyds 
@NFT…",ethereum OR eth
414,"RT @Coinimparator: Madem yüz güldüreceğiz daha doğru yapalım😊
Piyasanın kırmızı haline moral olması adına sadece bu twitimi beğenip + RT at…",bitcoin OR btc
415,"RT @KriptoData: “Fed bilançosunda #Bitcoin tutmalı.”

— Cynthia Lummis | ABD Senatörü https://t.co/mXSfyNejux",bitcoin OR btc
416,"RT @AirdropDet: 🔍 New #Airdrop: Lambswap

💲Reward: Up to 56,680 LST (~$7) + 56.600 Million LST (~$7K) referral pool

🔴 Start the airdrop bo…",bitcoin OR btc
417,@hasanRasoli125 https://t.co/qFaCJ3JNn5,bitcoin OR btc
418,@Whalesincoming @BabyDogeCoin @CertiKTech @binance BBtc bitcoin good https://t.co/Nx1DBIeBsq,bitcoin OR btc
419,"RT @crossmint_io: Save the date. Today is the 1st time you hear about the next web3 unicorn

This is your opportunity to join very EARLY

Y…",ethereum OR eth
420,"RT @CyrptoGizem: Hızlı Çekiliş! 🎉

İki kişiye 300₺ 💸

Takip et -
@kurdu_bitcoin &amp; @KriptoMelo

RT🔄 &amp; FAV🤍 

Akşam 21:00 da açıklarım.☑️
#Bi…",bitcoin OR btc
421,"@MMCrypto He bought 500,000 dollar worth of eth?",ethereum OR eth
422,"@thegameguy101 @FarceCapeStudio @rayfixy @veve_official @DavidYuNZ @Daniel00077 @ecomi_rhys Babydoge is coin which mainly support helping dogs and  animals

They also a debt card, massive nft collection, market place,games with many more things coming 

https://t.co/bLqDrvFXhP

https://t.co/CXCu7XJmEJ

#crypto #bitcoin #cryptocurrency #blockchain #ethereum #btc https://t.co/1bySdPvGzf",ethereum OR eth
423,"RT @Catkillerz_CKZ: ""The King Catfish""👑😎

#NFT #crypto #bitcoin #nftnews #SOL #Solana #Art #Metaverse #cat #Catfish #eth #blockchain #nftar…",bitcoin OR btc
424,RT @MMCrypto: I have a friend who bought #ethereum at $0.50. He doesn’t even know that there are staking services where he can earn yield.…,ethereum OR eth
425,@CyrptoGizem @kurdu_bitcoin @KriptoMelo bana çıkmaz kesin,bitcoin OR btc
426,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
427,"“Short Film Premiere” with @movieseals and Streaming for Bitcoin. Today, Feb 18 at 1:00 PM EST in @clubhouse! https://t.co/JU12CjEgUi",bitcoin OR btc
428,RT @BitcoinMagazine: NEW 💥 BIPARTISAN Illinois bill to offer $160 MILLION in tax breaks to #Bitcoin miners 👏 https://t.co/MuwgHOeNHK,bitcoin OR btc
429,"RT @mnicoletos: It looks like the time has come.

 #DXY #USD #Gold #Bitcoin",bitcoin OR btc
430,"Or was it this one who made such a remarkable first impression? 😳

https://t.co/fASxIL0sDF… (0.025 $ETH)

#nftart #Ethereum #NFTartist #NFTProject #opensea",ethereum OR eth
431,"RT @airdropinspect: New airdrop: Arcade (USDT)
Total Reward: 2,000 USDT
Rate: ⭐️⭐️⭐️⭐️⭐️
Winners: 700 Random &amp; Top 50
Distribution: within…",bitcoin OR btc
432,"RT @CryptoMichNL: Great to see the bullish moves of #Bitcoin, while being in South Africa.",bitcoin OR btc
433,"Scalping #Bitcoin  on the LTF at the moment, trying to get used to the FRVP for extra confirmation on top of regular price action for some scalps. 😃",bitcoin OR btc
434,"The year is 2045:

#bitcoin  is $500,000
#Ethereum is $50,000

Maxis are still arguing which one is best.",ethereum OR eth
435,"@teslaownersSV @elonmusk We don't  buy bitcoin
We earn bitcoin From Mining 
I'm ready to show 10 lucky people how to earn 0.1BTC ($4,000) and more daily!
No referral 
No withdrawal fees
If interested, kindly send a DM",bitcoin OR btc
436,@PatraoAfonso @cryptomanran You need to contact @sitinglubo they helped me out too,bitcoin OR btc
437,"@BluesparrowC @gate_io @BladesCrypto Web 3.0 is all about a more transparent and fairer network where everyone can participate without fearing a loss of privacy and security, Touch the web3 with #bluesparrow
#better_future
#ETH
#BlueSparrow
#BlueSparrowtoken
#bitcoin
#BestbitcoinToken
@BluesparrowC
@BlueSparrowETH w https://t.co/mD2AD3zsaf",bitcoin OR btc
438,"@Ralvero Web 3.0 is all about a more transparent and fairer network where everyone can participate without fearing a loss of privacy and security, Touch the web3 with #bluesparrow
#ETH
#BlueSparrow
#BlueSparrowtoken
#bitcoin
@BlueSparrowETH💸💸⚡ https://t.co/yQsrQDxJJg",bitcoin OR btc
439,"@LayahHeilpern @FoxNews A great leader would cancel the central bank and tell all the citizens and corporations to stack as much #Bitcoin  It would be the strongest nation on earth

 All thanks to @rawkz_t  for making my bitcoin dream come through! I have added massively to my holdings",bitcoin OR btc
440,RT @CarlBMenger: The changing world order. It’s time for #Bitcoin. https://t.co/z3lUXIRfxR,bitcoin OR btc
441,"RT @Sins_Finance: Our first sin is upon us! We will be releasing GREED ! 

Greed will reduce the buy tax to 0% and reduce Node prices by 10…",ethereum OR eth
442,"RT @TheGuySwann: Exit Fiat
Enter #Bitcoin 

[👉 sound on]
@BitcoinAudible https://t.co/vJsEaiulvb",bitcoin OR btc
443,@DancingDeerNFT @MooningSheep @ZomNFT @SolCats44 @solanabulldogs @TFFranchise @theinvisibledao @JorisNft @don_ebube @hassan_visuals @kingstev31,ethereum OR eth
444,"RT @Ali1989sirik5: @spy_wolf2020 @CoinMarketCap @SpyWolfNetwork Make money! Prosecute scammers! All at the same time.
 
Make passive income…",ethereum OR eth
445,"RT @BluesparrowC: @gate_io #bluesparrow, with a unique CEX,  Web3.0, NFT, draw, and charity, can shake the world of cryptocurrency.
Gate .i…",bitcoin OR btc
446,"RT @Abed_Tahmasebi: @BluesparrowC @gate_io @VulcanForged @BlueSparrowETH How can be bluesparrow CEX:
 with no gas fees (Ethereum) is beyond…",ethereum OR eth
447,"RT @RampDefi: 💝Happy Valentines Day 💝 
We at RAMP Defi hope your day is full of love.
Thank you for being so awesome!

Get started https://…",ethereum OR eth
448,"RT @Blockworks_: In the last 6 months:

#Bitcoin: -8%
Salesforce: -18%
Netflix: -24%
Adobe: -28%
Rivian: -35%
Facebook: -40%
Shopify: -54%…",bitcoin OR btc
449,RT @RT_com: World’s ‘coolest dictator’ rebukes US boomers in bitcoin row https://t.co/tHFmF5DWvP,bitcoin OR btc
450,RT @cryptoslima: @cyptomonnaiecom Le minage du #bitcoin est il plus énergivore que toute l'industrie bancaire mondiale ?  Évidemment que no…,bitcoin OR btc
451,"RT @TradeWars_10: $Deux x10 yapmış 🔥

Bunun şerefine ufak bi çekiliş.

🔥 4 kişiye Toplam 100 USD değerinde #Bitcoin

Şartlar;

1) Takip Et…",bitcoin OR btc
